AIRPORT,DISPLAY_AIRPORT_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC,LATITUDE,LONGITUDE,AIRPORT_START_DATE
AUG,Augusta State,ME,23,30414,"Augusta/Waterville, ME",12,44.32055556,-69.79722222,7/1/11
B19,Biddeford Municipal,ME,23,30471,"Biddeford, ME",12,43.46416667,-70.4725,7/1/09
B21,Sugarloaf Regional,ME,23,30472,"Carrabassett, ME",12,45.08555556,-70.21638889,12/1/17
BGR,Bangor International,ME,23,30581,"Bangor, ME",12,44.8075,-68.82805556,7/1/11
BHB,Hancock County-Bar Harbor,ME,23,30589,"Bar Harbor, ME",12,44.44972222,-68.36166667,7/1/11
CAR,Caribou Municipal,ME,23,30879,"Caribou, ME",12,46.87166667,-68.01805556,12/1/17
FRY,Eastern Slopes Regional,ME,23,31773,"Fryeburg, ME",12,43.99111111,-70.94777778,7/1/11
HUL,Houlton International,ME,23,32232,"Houlton, ME",12,46.12472222,-67.79222222,7/1/11
ISS,Wiscasset Airport,ME,23,32394,"Wiscasset, ME",12,43.96138889,-69.7125,7/1/11
LEW,Auburn Lewiston Municipal,ME,23,32944,"Lewiston/Auburn, ME",12,44.04833333,-70.28361111,7/1/11
LIZ,Loring International,ME,23,32996,"Limestone, ME",12,46.95055556,-67.88583333,7/1/11
ME1,Steven A. Bean Municipal,ME,23,33236,"Rangeley, ME",12,44.99194444,-70.66472222,6/1/08
MLT,Millinocket Municipal,ME,23,33376,"Millinocket, ME",12,45.64777778,-68.68555556,12/1/97
NHZ,Brunswick Executive,ME,23,33674,"Brunswick, ME",12,43.89222222,-69.93888889,12/1/17
PQI,Northern Maine Regional at Presque Isle,ME,23,34231,"Presque Isle/Houlton, ME",12,46.68888889,-68.04472222,7/1/11
PWM,Portland International Jetport,ME,23,34321,"Portland, ME",12,43.64555556,-70.30861111,12/1/17
QPT,Pittsfield Municipal,ME,23,34410,"Pittsfield, ME",12,44.76861111,-69.37444444,7/1/11
RKD,Knox County Regional,ME,23,34539,"Rockland, ME",12,44.06,-69.09916667,7/1/11
SFM,Sanford Seacoast Regional,ME,23,34769,"Sanford, ME",12,43.39388889,-70.70805556,12/1/17
WFK,Northern Aroostook Regional,ME,23,35751,"Frenchville, ME",12,47.28555556,-68.31277778,1/1/50
WVL,Waterville Robert Lafleur,ME,23,30414,"Augusta/Waterville, ME",12,44.53333333,-69.67555556,7/1/11
XWJ,Dexter Regional,ME,23,35943,"Dexter, ME",12,45.00444444,-69.2375,7/1/11
PNN,Princeton Municipal,ME,23,36490,"Princeton, ME",12,45.20055556,-67.56444444,4/1/11
ME2,Islesboro Airport,ME,23,36495,"Islesboro, ME",12,44.3025,-68.91055556,6/1/11
ME3,Belfast Municipal,ME,23,36526,"Belfast, ME",12,44.40944444,-69.01194444,3/1/12
ME4,Oxford County Regional,ME,23,36539,"Oxford, ME",12,44.1575,-70.48138889,6/1/12
ME5,Bethel Regional,ME,23,36611,"Bethel, ME",12,44.42527778,-70.81,4/1/14
ME6,Cole Dyke,ME,23,36617,"Bethel2, ME",12,44.50055556,-71.87833333,7/1/14
ME7,Stonington Municipal,ME,23,36715,"Stonington, ME",12,44.17333333,-68.68027778,6/1/16
ADW,Joint Base Andrews,MD,24,30172,"Camp Springs, MD",35,38.81083333,-76.86694444,12/1/17
ANP,Lee,MD,24,30309,"Annapolis, MD",35,38.94277778,-76.56833333,7/1/11
APG,Phillips AAF,MD,24,30330,"Aberdeen, MD",35,39.46555556,-76.16833333,12/1/17
BWI,Baltimore/Washington International Thurgood Marshall,MD,24,30852,"Washington, DC (Metropolitan Area)",32,39.17583333,-76.66888889,12/1/17
CBE,Greater Cumberland Regional,MD,24,30888,"Cumberland, MD",35,39.61527778,-78.76138889,3/1/18
CGE,Cambridge Dorchester Regional,MD,24,30964,"Cambridge, MD",35,38.53944444,-76.03027778,12/1/17
CGS,College Park Airport,MD,24,30975,"College Park, MD",35,38.98055556,-76.92222222,7/1/11
ESN,Easton/Newnam Field,MD,24,31592,"Easton, MD",35,38.80416667,-76.06888889,7/1/11
FDK,Frederick Municipal,MD,24,31656,"Frederick, MD",35,39.4175,-77.37444444,7/1/11
GAI,Montgomery County Airpark,MD,24,31842,"Gaithersburg, MD",35,39.16833333,-77.16611111,12/1/04
HGR,Hagerstown Regional-Richard A. Henson Field,MD,24,32119,"Hagerstown, MD",35,39.70861111,-77.72638889,7/1/11
MTN,Martin State,MD,24,30852,"Washington, DC (Metropolitan Area)",32,39.32555556,-76.41388889,7/1/94
NHK,Patuxent River NAS,MD,24,33671,"Patuxent River, MD",35,38.28638889,-76.41,12/1/17
NSF,Joint Base Andrews,MD,24,30172,"Camp Springs, MD",35,38.81083333,-76.86694444,12/1/17
OBT,Garrett County,MD,24,33805,"Oakland, MD",35,39.58083333,-79.33583333,12/1/95
OCE,Ocean City Municipal,MD,24,33808,"Ocean City, MD",35,38.31055556,-75.12388889,1/1/50
ODM,Oakland Airport,MD,24,33805,"Oakland, MD",35,39.40666667,-79.41388889,6/1/77
QQG,Carroll County Regional/Jack B. Poage Field,MD,24,34417,"Westminster, MD",35,39.60833333,-77.00777778,9/1/02
SBY,Salisbury-Ocean City/Wicomico Regional,MD,24,34704,"Salisbury, MD",35,38.34027778,-75.50944444,12/1/17
XSM,St. Mary's County Regional,MD,24,35931,"Leonardtown, MD",35,38.31527778,-76.55,7/1/11
MD1,Freeway,MD,24,36460,"Michellville, MD",35,38.94138889,-76.7725,1/1/11
MD2,Maryland,MD,24,36690,"Indian Head, MD",35,38.59694444,-77.0725,12/1/17
FME,Tipton,MD,24,36739,"Fort Meade, MD",35,39.08527778,-76.75944444,3/1/17
ACK,Nantucket Memorial,MA,25,30154,"Nantucket, MA",13,41.25305556,-70.06,12/1/17
BAF,Westfield Barnes Regional,MA,25,30478,"Westfield, MA",13,42.15805556,-72.71583333,12/1/17
BED,Laurence G Hanscom Field,MA,25,30540,"Bedford, MA",13,42.47,-71.28888889,12/1/17
BOS,Logan International,MA,25,30721,"Boston, MA (Metropolitan Area)",13,42.36305556,-71.00638889,7/1/11
BVY,Beverly Regional,MA,25,30815,"Beverly, MA",13,42.58416667,-70.91611111,12/1/17
BXC,Sheraton Inn Heliport,MA,25,30828,"Boxborough, MA",13,42.48472222,-71.54444444,3/1/88
CEF,Westover ARB Metropolitan,MA,25,30933,"Chicopee Falls, MA",13,42.19388889,-72.53472222,7/1/11
EWB,New Bedford Regional,MA,25,31615,"New Bedford/Fall River, MA",13,41.67666667,-70.95777778,10/1/15
FMH,Cape Cod CGAS,MA,25,31709,"Falmouth, MA",13,41.65916667,-70.52277778,7/1/11
GBR,Walter J. Koladza,MA,25,31862,"Great Barrington, MA",13,42.18416667,-73.40333333,7/1/11
GDM,Gardner Municipal,MA,25,31875,"Gardner, MA",13,42.55,-72.01611111,7/1/11
HYA,Barnstable Municipal-Boardman/Polando Field,MA,25,32250,"Hyannis, MA",13,41.66944444,-70.28027778,7/1/11
JBC,Boston City Heliport,MA,25,30721,"Boston, MA (Metropolitan Area)",13,42.33333333,-71.25,12/1/86
JHY,Cambridge Airport,MA,25,32495,"Cambridge, MA",13,42.28333333,-71.13333333,3/1/88
JZB,Orange Municipal,MA,25,32580,"Orange, MA",13,42.57,-72.28861111,12/1/94
LWM,Lawrence Municipal,MA,25,33125,"Lawrence, MA",13,42.71722222,-71.12361111,12/1/17
MA1,Katama Airpark,MA,25,33152,"Edgartown, MA",13,41.35833333,-70.52444444,6/1/08
MMN,Minute Man Air Field,MA,25,33394,"Stow, MA",13,42.46055556,-71.51777778,12/1/17
MVY,Martha's Vineyard Airport,MA,25,33541,"Martha's Vineyard, MA",13,41.39333333,-70.61388889,7/1/11
MXG,Marlboro Airport,MA,25,33556,"Marlboro, MA",13,42.34305556,-71.50888889,7/1/11
NAD,Harriman-and-West,MA,25,33599,"North Adams, MA",13,42.69638889,-73.17055556,12/1/17
ORH,Worcester Regional,MA,25,33933,"Worcester, MA",13,42.26722222,-71.87555556,12/1/17
OWD,Norwood Memorial,MA,25,33984,"Norwood, MA",13,42.19055556,-71.17305556,7/1/11
PSF,Pittsfield Municipal,MA,25,34255,"Pittsfield, MA",13,42.4275,-73.29083333,12/1/17
PVC,Provincetown Municipal,MA,25,34306,"Provincetown, MA",13,42.07222222,-70.22083333,7/1/13
PYM,Plymouth Municipal,MA,25,34332,"Plymouth, MA",13,41.90861111,-70.72777778,12/1/17
QMN,Mansfield Municipal,MA,25,34400,"Mansfield, MA",13,42.00083333,-71.19833333,12/1/17
QSO,Southbridge Municipal,MA,25,34441,"Southbridge, MA",13,42.10111111,-72.03888889,7/1/11
RQM,Sterling Airport,MA,25,34605,"Sterling, MA",13,42.42583333,-71.79277778,7/1/11
UBF,Chatham Municipal,MA,25,35427,"Chatham, MA",13,41.68833333,-69.98972222,7/1/11
UXO,Fitchburg Municipal,MA,25,35529,"Fitchburg, MA",13,42.55416667,-71.75888889,1/1/50
WBN,Woburn Airport,MA,25,35724,"Woburn, MA",13,42.39722222,-71.15277778,3/1/88
WLM,Waltham Hospital Heliport,MA,25,35786,"Waltham, MA",13,42.3675,-71.23472222,12/1/86
XXG,Arthur D. Little Heliport,MA,25,32495,"Cambridge, MA",13,42.5,-71.11777778,3/1/88
MA2,Turners Falls,MA,25,36469,"Montague, MA",13,42.59166667,-72.52305556,12/1/17
MA3,Taunton Municipal King Field,MA,25,36477,"Taunton, MA",13,41.87444444,-71.01638889,12/1/17
MA4,Marshfield Municipal George Harlow Field,MA,25,36516,"Marshfield, MA",13,42.0975,-70.67305556,12/1/17
MA5,Northampton Airport,MA,25,36529,"Northampton, MA",13,42.32805556,-72.61111111,12/1/17
MQI,Quincy Airport,MA,25,36618,"Quincy, MA",13,42.25,-71,7/1/14
ACB,Antrim County,MI,26,30149,"Bellaire, MI",43,44.98861111,-85.19833333,7/1/11
AMN,Gratiot Community,MI,26,30288,"Alma, MI",43,43.32222222,-84.68805556,7/1/11
APN,Alpena County Regional,MI,26,30333,"Alpena, MI",43,45.07805556,-83.56027778,7/1/11
ARB,Ann Arbor Municipal,MI,26,30348,"Ann Arbor, MI",43,42.22305556,-83.74555556,7/1/11
AZO,Kalamazoo/Battle Creek International,MI,26,30469,"Kalamazoo, MI",43,42.23444444,-85.55166667,7/1/11
BEH,Southwest Michigan Regional,MI,26,30543,"Benton Harbor/St. Joseph, MI",43,42.12861111,-86.42611111,12/1/17
BTL,W K Kellogg,MI,26,30778,"Battle Creek, MI",43,42.30638889,-85.25,7/1/11
BVR,Beaver Island,MI,26,30812,"St. James, MI",43,45.69222222,-85.56666667,7/1/11
MI5,Boyne Mountain,MI,26,30841,"Boyne Falls, MI",43,45.16583333,-84.92416667,10/1/71
CAD,Wexford County,MI,26,30867,"Cadillac, MI",43,44.27527778,-85.41888889,7/1/11
CIU,Chippewa County International,MI,26,31013,"Sault Ste. Marie, MI",43,46.25083333,-84.4725,7/1/11
CMX,Houghton County Memorial,MI,26,31076,"Hancock/Houghton, MI",43,47.16833333,-88.48916667,7/1/11
CVX,Charlevoix Municipal,MI,26,31202,"Charlevoix, MI",43,45.30472222,-85.27527778,7/1/11
DET,Coleman A. Young Municipal,MI,26,31295,"Detroit, MI",43,42.40944444,-83.01027778,12/1/17
DRE,Drummond Island Airport,MI,26,31409,"Drummond Island, MI",43,46.00944444,-83.74388889,7/1/11
DTT,Detroit Metropolitan Area,MI,26,31295,"Detroit, MI",43,42.31277778,-83.17861111,1/1/50
DTW,Detroit Metro Wayne County,MI,26,31295,"Detroit, MI",43,42.2125,-83.35333333,7/1/11
ECA,Iosco County,MI,26,31478,"East Tawas, MI",43,44.31277778,-83.42222222,7/1/11
ESC,Delta County,MI,26,31587,"Escanaba, MI",43,45.72277778,-87.09361111,7/1/11
FNT,Bishop International,MI,26,31721,"Flint, MI",43,42.96555556,-83.74472222,12/1/17
GDW,Gladwin Zettel Memorial,MI,26,31880,"Gladwin, MI",43,43.97055556,-84.475,7/1/11
GLR,Gaylord Regional,MI,26,31938,"Gaylord, MI",43,45.01305556,-84.70333333,7/1/11
GRR,Gerald R. Ford International,MI,26,31986,"Grand Rapids, MI",43,42.88083333,-85.52277778,7/1/11
HLM,Park Township,MI,26,32155,"Holland, MI",43,42.79583333,-86.16194444,8/1/03
IMT,Ford,MI,26,32335,"Iron Mountain/Kingsfd, MI",43,45.81833333,-88.11444444,7/1/11
IRS,Sturgis Airport,MI,26,32378,"Sturgis, MI",43,41.8,-85.41666667,1/1/00
ISQ,Schoolcraft County,MI,26,32392,"Manistique, MI",43,45.97444444,-86.17166667,7/1/11
IWD,Gogebic-Iron County,MI,26,32412,"Ironwood, MI",43,46.5275,-90.13138889,7/1/11
JXN,Jackson County-Reynolds Field,MI,26,32576,"Jackson, MI",43,42.26055556,-84.46222222,12/1/17
LAN,Capital Region International,MI,26,32884,"Lansing, MI",43,42.77861111,-84.58611111,7/1/11
LDM,Mason County,MI,26,32927,"Ludington, MI",43,43.9625,-86.40805556,7/1/11
MBL,Manistee County-Blacker,MI,26,33182,"Manistee/Ludington, MI",43,44.2725,-86.24694444,7/1/11
MBS,MBS International,MI,26,33184,"Saginaw/Bay City/Midland, MI",43,43.53305556,-84.07972222,7/1/11
MCD,Mackinac Island Airport,MI,26,33193,"Mackinac Island, MI",43,45.865,-84.63722222,7/1/11
MI1,Greenville Municipal,MI,26,33300,"Greenville, MI",43,43.14222222,-85.25388889,7/1/05
MI2,West Michigan Regional,MI,26,32155,"Holland, MI",43,42.74277778,-86.10777778,12/1/17
MI3,Livingston County Spencer J. Hardy,MI,26,33302,"Howell, MI",43,42.62944444,-83.98222222,7/1/11
MKG,Muskegon County,MI,26,33344,"Muskegon, MI",43,43.16888889,-86.2375,7/1/11
MNM,Menominee-Marinette Twin County,MI,26,33409,"Marinette, MI",43,45.12666667,-87.63861111,12/1/17
MOP,Mount Pleasant Municipal,MI,26,33429,"Mount Pleasant, MI",43,43.62166667,-84.73722222,7/1/11
MQT,Sawyer International,MI,26,33459,"Marquette, MI",43,46.35361111,-87.39527778,6/1/02
MTC,Selfridge Angb,MI,26,33498,"Mt. Clemens, MI",43,42.61388889,-82.83694444,12/1/17
OSC,Oscoda-Wurtsmith,MI,26,33947,"Oscoda, MI",43,44.45166667,-83.39416667,7/1/11
PHN,St. Clair County International,MI,26,34101,"Port Huron, MI",43,42.91083333,-82.52888889,7/1/11
PLN,Pellston Regional Airport of Emmet County,MI,26,34150,"Pellston, MI",43,45.57083333,-84.79666667,7/1/11
PTK,Oakland County International,MI,26,34275,"Pontiac, MI",43,42.66555556,-83.42055556,7/1/11
RCT,Miller Field,MI,26,34482,"Reed City, MI",43,43.89166667,-85.51666667,1/1/50
RQR,Harbor Springs Airport,MI,26,34610,"Harbor Springs, MI",43,45.42555556,-84.91333333,9/1/94
SSM,Sault Ste. Marie Metropolitan Area,MI,26,31013,"Sault Ste. Marie, MI",43,46.48055556,-84.36805556,1/1/50
TVC,Cherry Capital,MI,26,35380,"Traverse City, MI",43,44.74166667,-85.58194444,12/1/17
UXU,Cheboygan County,MI,26,35535,"Cheboygan, MI",43,45.65388889,-84.51916667,12/1/17
WBR,Roben-Hood,MI,26,35726,"Big Rapids, MI",43,43.72277778,-85.50416667,12/1/17
YIP,Willow Run,MI,26,31295,"Detroit, MI",43,42.24,-83.53083333,12/1/17
MI4,Frankfort Dow Memorial Field,MI,26,36427,"Frankfort, MI",43,44.62527778,-86.20083333,12/1/17
MI6,Dowagiac Municipal,MI,26,36665,"Dowagiac, MI",43,41.99305556,-86.12805556,4/1/15
AUM,Austin Municipal,MN,27,30417,"Austin/Albert Lea, MN",63,43.66277778,-92.93305556,7/1/11
AXN,Chandler Field,MN,27,30449,"Alexandria, MN",63,45.86638889,-95.39472222,7/1/11
BDE,Baudette International,MN,27,30523,"Baudette, MN",63,48.72833333,-94.61222222,7/1/11
BJI,Bemidji Regional,MN,27,30631,"Bemidji, MN",63,47.51083333,-94.93472222,7/1/11
BRD,Brainerd Lakes Regional,MN,27,30739,"Brainerd, MN",63,46.40416667,-94.13361111,12/1/17
DLH,Duluth International,MN,27,31337,"Duluth, MN",63,46.84194444,-92.19361111,7/1/11
DTL,Detroit Lakes-Wething Field,MN,27,31427,"Detroit Lakes, MN",63,46.82527778,-95.88555556,7/1/11
EVM,Eveleth Virginia Municipal,MN,27,31609,"Eveleth, MN",63,47.42416667,-92.49666667,12/1/17
FCM,Flying Cloud,MN,27,31650,"Minneapolis/St. Paul, MN",63,44.8275,-93.45861111,7/1/11
FFM,Fergus Falls Municipal-Einar Mickelson Field,MN,27,31667,"Fergus Falls, MN",63,46.28444444,-96.15666667,1/1/50
FRM,Fairmont Municipal,MN,27,31766,"Fairmont, MN",63,43.64388889,-94.41555556,7/1/11
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,MN,27,31974,"Grand Rapids, MN",63,47.21,-93.51,3/1/18
HIB,Range Regional,MN,27,32129,"Hibbing, MN",63,47.38666667,-92.83888889,7/1/11
ILL,Willmar Municipal,MN,27,32322,"Willmar, MN",63,45.11694444,-95.12944444,12/1/17
INL,Falls International Einarson Field,MN,27,32343,"International Falls, MN",63,48.56555556,-93.40222222,12/1/17
JDT,Minneapolis Heliport,MN,27,31650,"Minneapolis/St. Paul, MN",63,44.98277778,-93.26833333,1/1/50
JMN,Downtown Heliport,MN,27,32518,"Mankato, MN",63,44.16388889,-94.00416667,1/1/50
JRC,Appache Heliport,MN,27,32547,"Rochester, MN",63,44.00138889,-92.48055556,1/1/50
JSK,Crossroads Heliport,MN,27,32556,"St. Cloud, MN",63,45.55,-94.2,1/1/50
JZJ,Sky Harbor,MN,27,31337,"Duluth, MN",63,46.72194444,-92.04333333,7/1/11
JZK,Cloquet Carlton County,MN,27,32589,"Cloquet, MN",63,46.70111111,-92.50361111,7/1/11
LYU,Ely Municipal,MN,27,33144,"Ely, MN",63,47.82388889,-91.82944444,12/1/17
MIC,Crystal,MN,27,31650,"Minneapolis/St. Paul, MN",63,45.06194444,-93.35388889,7/1/11
MJQ,Jackson Airport,MN,27,33335,"Jackson, MN",63,43.63333333,-94.98333333,3/1/03
MKT,Mankato Regional,MN,27,32518,"Mankato, MN",63,44.22277778,-93.91944444,7/1/11
MML,Southwest Minnesota Regional-Marshall/Ryan Field,MN,27,33392,"Marshall, MN",63,44.45166667,-95.82444444,7/1/11
MN1,Fosston Municipal,MN,27,33401,"Fosston, MN",63,47.59277778,-95.77361111,8/1/07
MN2,Moose Lake Carlton County,MN,27,33402,"Moose Lake, MN",63,46.41861111,-92.80472222,7/1/11
MN3,Ortonville Municipal-Martinson Field,MN,27,33403,"Ortonville, MN",63,45.30416667,-96.42472222,12/1/17
MSP,Minneapolis-St Paul International,MN,27,31650,"Minneapolis/St. Paul, MN",63,44.88194444,-93.22166667,7/1/11
MWM,Windom Municipal,MN,27,33548,"Windom, MN",63,43.91333333,-95.10944444,7/1/11
ONA,Winona Municipal/Max Conrad Field,MN,27,33881,"Winona, MN",63,44.07972222,-91.71166667,12/1/17
OTG,Worthington Municipal,MN,27,33963,"Worthington, MN",63,43.655,-95.57916667,7/1/11
OWA,Owatonna Degner Regional,MN,27,33982,"Owatonna, MN",63,44.12333333,-93.26055556,7/1/11
PKD,Park Rapids Municipal-Konshok Field,MN,27,34133,"Park Rapids, MN",63,46.90111111,-95.07305556,12/1/17
ROX,Roseau Municipal/Rudy Billberg Field,MN,27,34589,"Roseau, MN",63,48.85638889,-95.69694444,12/1/17
RRT,Warroad International Memorial,MN,27,34623,"Warroad, MN",63,48.94138889,-95.34833333,10/1/88
RST,Rochester International,MN,27,32547,"Rochester, MN",63,43.90833333,-92.5,7/1/11
STC,St. Cloud Regional,MN,27,32556,"St. Cloud, MN",63,45.54666667,-94.06,7/1/11
STP,St. Paul Downtown Holman Field,MN,27,31650,"Minneapolis/St. Paul, MN",63,44.93472222,-93.06027778,7/1/11
SYN,Stanton Airport,MN,27,35094,"Stanton, MN",63,44.47555556,-93.01638889,7/1/11
TVF,Thief River Falls Regional,MN,27,35381,"Thief River Falls, MN",63,48.06555556,-96.185,7/1/11
ULM,New Ulm Municipal,MN,27,35462,"New Ulm, MN",63,44.31833333,-94.50166667,12/1/17
UXC,Hawley Municipal,MN,27,35517,"Hawley, MN",63,46.88388889,-96.35055556,12/1/17
VWL,Nary National Shefland Field,MN,27,30631,"Bemidji, MN",63,47.37527778,-94.79861111,7/1/11
VZZ,South St. Paul Municipal-Richard E. Fleming Field,MN,27,31650,"Minneapolis/St. Paul, MN",63,44.85722222,-93.03277778,7/1/11
MN4,Wadena Municipal,MN,27,36463,"Wadena, MN",63,46.45,-95.21083333,12/1/17
MN5,Red Wing Regional,MN,27,36492,"Red Wing, MN",63,44.58944444,-92.485,4/1/11
MN6,Hallock Municipal,MN,27,36574,"Hallock, MN",63,48.75277778,-96.94305556,9/1/13
MN7,Anoka County Blaine,MN,27,31650,"Minneapolis/St. Paul, MN",63,45.145,-93.21027778,1/1/18
BIX,Keesler AFB,MS,28,30629,"Biloxi, MS",53,30.41055556,-88.92444444,7/1/11
CBM,Columbus AFB,MS,28,30894,"Columbus, MS",53,33.64527778,-88.44583333,7/1/11
CKM,Fletcher Field,MS,28,31031,"Clarksdale, MS",53,34.29972222,-90.51222222,3/1/02
CRX,Roscoe Turner,MS,28,31147,"Corinth, MS",53,34.915,-88.60361111,9/1/76
GLH,Greenville Mid Delta,MS,28,31931,"Greenville, MS",53,33.48277778,-90.98555556,12/1/17
GPT,Gulfport-Biloxi International,MS,28,31973,"Gulfport/Biloxi, MS",53,30.40722222,-89.07,7/1/11
GTR,Golden Triangle Regional,MS,28,30894,"Columbus, MS",53,33.44833333,-88.59138889,12/1/17
GWO,Greenwood/Leflore,MS,28,32039,"Greenwood, MS",53,33.49333333,-90.08666667,12/1/17
HBG,Hattiesburg Bobby L. Chain Municipal,MS,28,34109,"Hattiesburg/Laurel, MS",53,31.265,-89.25277778,7/1/11
HEZ,Hardy-Anders Field Natchez-Adams County,MS,28,32106,"Natchez, MS",53,31.61361111,-91.29722222,7/1/11
HKS,Hawkins Field,MS,28,32448,"Jackson/Vicksburg, MS",53,32.33472222,-90.2225,7/1/11
JAN,Jackson Medgar Wiley Evers International,MS,28,32448,"Jackson/Vicksburg, MS",53,32.31111111,-90.07583333,12/1/17
JZA,James H Easom Field,MS,28,32579,"Newton, MS",53,32.31194444,-89.13555556,12/1/17
LMS,Louisville Winston County,MS,28,33023,"Louisville, MS",53,33.14611111,-89.0625,7/1/11
LUL,Hesler-Noble Field,MS,28,33106,"Laurel, MS",53,31.67305556,-89.17277778,7/1/11
MCB,McComb/Pike County/John E. Lewis Field,MS,28,33191,"McComb, MS",53,31.17833333,-90.47194444,7/1/11
MEI,Key Field,MS,28,33241,"Meridian, MS",53,32.3325,-88.75194444,7/1/11
MS1,Grenada Municipal,MS,28,33478,"Grenada, MS",53,33.8325,-89.79805556,7/1/11
OLV,Olive Branch Airport,MS,28,33870,"Olive Branch, MS",53,34.97861111,-89.78694444,7/1/11
OSX,Kosciusko/Attala County,MS,28,33959,"Kosciusko, MS",53,33.09027778,-89.54194444,7/1/11
PGL,Jackson County,MS,28,34087,"Pascagoula, MS",53,30.37638889,-88.49527778,1/1/50
PIB,Hattiesburg-Laurel Regional,MS,28,34109,"Hattiesburg/Laurel, MS",53,31.46722222,-89.33694444,7/1/11
STF,George M. Bryan,MS,28,35011,"Starkville, MS",53,33.43305556,-88.84861111,7/1/08
TUP,Tupelo Regional,MS,28,35374,"Tupelo, MS",53,34.26888889,-88.77,12/1/17
UBS,Columbus-Lowndes County,MS,28,30894,"Columbus, MS",53,33.46527778,-88.38083333,12/1/17
UOX,University-Oxford,MS,28,35481,"Oxford, MS",53,34.38444444,-89.53694444,7/1/11
UTM,Tunica Municipal,MS,28,35502,"Tunica, MS",53,34.685,-90.34777778,7/1/11
UXP,Stennis International,MS,28,35530,"Bay St. Louis, MS",53,30.36777778,-89.45472222,7/1/11
VKS,Vicksburg Municipal,MS,28,35605,"Vicksburg, MS",53,32.23916667,-90.92805556,12/1/17
MS2,Picayune Municipal,MS,28,36414,"Picayune, MS",53,30.4875,-89.65111111,4/1/10
MS3,Philadelphia Municipal,MS,28,36462,"Philadelphia, MS",53,32.79916667,-89.12611111,1/1/11
MS4,Panola County,MS,28,36720,"Batesville, MS",53,34.36361111,-89.89277778,6/1/16
AIZ,Lee C Fine Memorial,MO,29,30228,"Lake of the Ozarks, MO",64,38.09611111,-92.54944444,7/1/11
BKG,Branson Airport,MO,29,30643,"Branson, MO",64,36.53194444,-93.20055556,5/1/09
BUM,Butler Memorial,MO,29,30796,"Butler, MO",64,38.28972222,-94.34027778,12/1/17
CGI,Cape Girardeau Regional,MO,29,30967,"Cape Girardeau, MO",64,37.22527778,-89.57083333,7/1/11
COU,Columbia Regional,MO,29,32474,"Jefferson City/Columbia, MO",64,38.81722222,-92.21805556,12/1/17
CPS,Bi-State Parks,MO,29,31123,"St. Louis, MO",64,38.57138889,-90.15722222,1/1/50
DMO,Sedalia Regional,MO,29,31349,"Sedalia, MO",64,38.7075,-93.17583333,12/1/17
FAM,Farmington Regional,MO,29,31634,"Farmington, MO",64,37.76111111,-90.42861111,7/1/11
GVW,Richards/Gebaur AFB,MO,29,32032,"Grandview, MO",64,38.85083333,-94.55833333,1/1/50
IRK,Kirksville Regional,MO,29,32375,"Kirksville, MO",64,40.09333333,-92.545,12/1/17
JEF,Jefferson City Memorial,MO,29,32474,"Jefferson City/Columbia, MO",64,38.59111111,-92.15611111,7/1/11
JLN,Joplin Regional,MO,29,32511,"Joplin, MO",64,37.15305556,-94.49888889,3/1/18
KNT,Kennett Memorial,MO,29,32753,"Kennett, MO",64,36.22583333,-90.03666667,3/1/03
LJY,Floyd W Jones Lebanon,MO,29,33001,"Lebanon, MO",64,37.64833333,-92.6525,7/1/11
MAW,Malden Regional,MO,29,33173,"Malden, MO",64,36.59833333,-89.9925,7/1/11
MBY,Omar N Bradley,MO,29,33188,"Moberley, MO",64,39.46333333,-92.42638889,7/1/11
MCI,Kansas City International,MO,29,33198,"Kansas City, MO",64,39.2975,-94.71388889,1/1/50
MHL,Marshall Memorial Municipal,MO,29,33291,"Marshall, MO",64,39.09555556,-93.20277778,7/1/11
MKC,Charles B. Wheeler Downtown,MO,29,33198,"Kansas City, MO",64,39.12305556,-94.59277778,7/1/11
MO1,Midwest National Air Center,MO,29,33419,"Mosby, MO",64,39.3325,-94.30972222,7/1/11
MO2,Washington Regional,MO,29,33420,"Washington, MO",64,38.5875,-90.99388889,6/1/08
NVD,Nevada Municipal,MO,29,33775,"Nevada, MO",64,37.8525,-94.30472222,7/1/11
OSB,Grand Glaize - Osage Beach,MO,29,33946,"Osage Beach, MO",64,38.11055556,-92.68055556,7/1/11
PLK,M Graham Clark Downtown,MO,29,34147,"Point Lookout, MO",64,36.62583333,-93.22888889,12/1/17
POF,Hayes Field,MO,29,34201,"Poplar Bluff, MO",64,36.71111111,-90.31388889,1/1/50
RLA,Rolla Downtown,MO,29,34547,"Rolla, MO",64,37.93555556,-91.81361111,7/1/11
SGF,Springfield-Branson National,MO,29,34783,"Springfield, MO",64,37.24555556,-93.38861111,7/1/11
SIK,Sikeston Memorial Municipal,MO,29,34822,"Sikeston, MO",64,36.89888889,-89.56166667,7/1/11
STJ,Rosecrans Memorial,MO,29,35014,"St. Joseph, MO",64,39.77194444,-94.90972222,7/1/11
STL,St Louis Lambert International,MO,29,31123,"St. Louis, MO",64,38.74861111,-90.37,12/1/17
SUS,Spirit of St. Louis,MO,29,31123,"St. Louis, MO",64,38.66222222,-90.65194444,7/1/11
